date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
2016-01-11 17:00:00,60,30,19.89,47.5966666666667,19.2,44.79,19.79,44.73,19.0,45.5666666666667,17.1666666666667,55.2,7.026666666666671,84.2566666666667,17.2,41.6266666666667,18.2,48.9,17.033333333333303,45.53,6.6,733.5,92.0,7.0,63.0,5.3,13.275433157104999,13.275433157104999
2016-01-11 17:10:00,60,30,19.89,46.6933333333333,19.2,44.7225,19.79,44.79,19.0,45.9925,17.1666666666667,55.2,6.8333333333333295,84.0633333333333,17.2,41.56,18.2,48.8633333333333,17.0666666666667,45.56,6.48333333333333,733.6,92.0,6.6666666666666705,59.1666666666667,5.2,18.606194981839508,18.606194981839508
2016-01-11 17:20:00,50,30,19.89,46.3,19.2,44.6266666666667,19.79,44.9333333333333,18.926666666666698,45.89,17.1666666666667,55.09,6.56,83.1566666666667,17.2,41.433333333333294,18.2,48.73,17.0,45.5,6.36666666666667,733.7,92.0,6.3333333333333295,55.3333333333333,5.1,28.64266816759482,28.64266816759482
2016-01-11 17:30:00,50,40,19.89,46.0666666666667,19.2,44.59,19.79,45.0,18.89,45.7233333333333,17.1666666666667,55.09,6.43333333333333,83.4233333333333,17.1333333333333,41.29,18.1,48.59,17.0,45.4,6.25,733.7999999999998,92.0,6.0,51.5,5.0,45.41038949973881,45.41038949973881
2016-01-11 17:40:00,60,40,19.89,46.3333333333333,19.2,44.53,19.79,45.0,18.89,45.53,17.2,55.09,6.366666666666671,84.8933333333333,17.2,41.23,18.1,48.59,17.0,45.4,6.133333333333329,733.9,92.0,5.66666666666667,47.66666666666669,4.9,10.084096551872788,10.084096551872788
2016-01-11 17:50:00,50,40,19.89,46.0266666666667,19.2,44.5,19.79,44.9333333333333,18.89,45.73,17.1333333333333,55.03,6.3,85.7666666666667,17.1333333333333,41.26,18.1,48.59,17.0,45.29,6.01666666666667,734.0,92.0,5.3333333333333295,43.8333333333333,4.8,44.91948424838483,44.91948424838483
2016-01-11 18:00:00,60,50,19.89,45.7666666666667,19.2,44.5,19.79,44.9,18.89,45.79,17.1,54.9666666666667,6.263333333333329,86.09,17.1333333333333,41.2,18.1,48.59,17.0,45.29,5.9,734.1,92.0,5.0,40.0,4.7,47.23376343026758,47.23376343026758
2016-01-11 18:10:00,60,50,19.856666666666698,45.56,19.2,44.5,19.73,44.9,18.89,45.8633333333333,17.1,54.9,6.19,86.4233333333333,17.1,41.2,18.1,48.59,17.0,45.29,5.91666666666667,734.1666666666669,91.8333333333333,5.16666666666667,40.0,4.68333333333333,33.03988962434232,33.03988962434232
2016-01-11 18:20:00,60,40,19.79,45.5975,19.2,44.4333333333333,19.73,44.79,18.89,45.79,17.1666666666667,55.0,6.1233333333333295,87.2266666666667,17.1666666666667,41.4,18.1,48.59,17.0,45.29,5.93333333333333,734.233333333333,91.6666666666667,5.3333333333333295,40.0,4.66666666666667,31.455702194944024,31.455702194944024
2016-01-11 18:30:00,70,40,19.856666666666698,46.09,19.23,44.4,19.79,44.8633333333333,18.89,46.0966666666667,17.1,55.0,6.19,87.6266666666667,17.2,41.5,18.1,48.59,17.0,45.29,5.95,734.2999999999998,91.5,5.5,40.0,4.65,3.089313523378223,3.089313523378223
2016-01-11 18:40:00,230,70,19.926666666666698,45.8633333333333,19.356666666666698,44.4,19.79,44.9,18.89,46.43,17.1,55.0,6.19,87.8666666666667,17.2475,42.7175,18.1,48.59,17.0,45.29,5.96666666666667,734.366666666667,91.3333333333333,5.66666666666667,40.0,4.633333333333329,10.298728744965047,10.298728744965047
2016-01-11 18:50:00,580,60,20.066666666666695,46.3966666666667,19.426666666666698,44.4,19.79,44.826666666666696,19.0,46.43,17.1,55.0,6.1233333333333295,87.9933333333333,17.53,44.2633333333333,18.066666666666695,48.633333333333304,16.89,45.29,5.98333333333333,734.4333333333329,91.1666666666667,5.8333333333333295,40.0,4.61666666666667,8.827837626449766,8.827837626449766
2016-01-11 19:00:00,430,50,20.1333333333333,48.0,19.566666666666695,44.4,19.89,44.9,19.0,46.3633333333333,17.1,55.09,6.1233333333333295,88.59,17.823333333333302,45.493333333333304,18.066666666666695,48.56,16.963333333333303,45.29,6.0,734.5,91.0,6.0,40.0,4.6,34.35114233288914,34.35114233288914
2016-01-11 19:10:00,250,40,20.26,52.726666666666695,19.73,45.1,19.89,45.493333333333304,19.0,47.2233333333333,17.1,55.1633333333333,6.0675,88.215,17.963333333333303,46.16,18.033333333333296,48.6666666666667,16.89,45.326666666666696,6.0,734.616666666667,90.5,6.0,40.0,4.51666666666667,19.205185910686847,19.205185910686847
2016-01-11 19:20:00,100,10,20.426666666666698,55.8933333333333,19.856666666666698,45.8333333333333,20.033333333333296,47.5266666666667,19.0,48.6966666666667,17.1,55.5,5.9,88.1566666666667,17.963333333333303,45.5333333333333,18.1,49.1933333333333,16.89,45.345,6.0,734.733333333333,90.0,6.0,40.0,4.43333333333333,38.49207099992781,38.49207099992781
2016-01-11 19:30:00,100,10,20.566666666666695,53.8933333333333,20.033333333333296,46.756666666666696,20.1,48.4666666666667,19.0,48.49,17.15,56.0425,5.8,88.3666666666667,17.89,44.9266666666667,18.15,49.2,16.89,45.326666666666696,6.0,734.85,89.5,6.0,40.0,4.35,24.884962104260918,24.884962104260918
2016-01-11 19:40:00,90,10,20.73,52.66,20.1666666666667,47.2233333333333,20.2,48.53,18.926666666666698,48.1566666666667,17.1666666666667,56.49,5.72666666666667,88.15999999999998,17.760000000000005,44.2666666666667,18.23,49.633333333333304,16.89,45.29,6.0,734.966666666667,89.0,6.0,40.0,4.26666666666667,35.88092541322113,35.88092541322113
2016-01-11 19:50:00,70,30,20.856666666666698,53.66,20.2,47.0566666666667,20.2,48.4475,18.89,47.9633333333333,17.2,56.9333333333333,5.526666666666669,87.29999999999998,17.7,43.726666666666695,18.356666666666698,50.0266666666667,16.89,45.29,6.0,735.083333333333,88.5,6.0,40.0,4.18333333333333,49.59530474152416,49.59530474152416
2016-01-11 20:00:00,80,30,20.89,51.1933333333333,20.2,46.33,20.2,48.1933333333333,18.963333333333296,48.63,17.2,57.06,5.3333333333333295,86.76,17.6666666666667,43.16,18.533333333333296,50.2,16.89,45.2,6.0,735.2,88.0,6.0,40.0,4.1,19.00175897171721,19.00175897171721
2016-01-11 20:10:00,140,40,20.89,49.8,20.2,46.0266666666667,20.1666666666667,47.633333333333304,19.033333333333296,49.5,17.5933333333333,70.7266666666667,5.3333333333333295,87.4633333333333,17.6,42.6933333333333,18.6666666666667,50.26,16.89,45.2,6.0,735.233333333333,87.8333333333333,6.0,40.0,4.06666666666667,38.872261065989726,38.872261065989726
2016-01-11 20:20:00,120,20,20.89,48.4333333333333,20.2,45.7225,20.1666666666667,47.3,19.175,49.9475,18.066666666666695,79.0,5.46666666666667,87.53,17.6,42.3333333333333,18.73,50.23,16.89,45.1266666666667,6.0,735.266666666667,87.6666666666667,6.0,40.0,4.03333333333333,46.73526155529544,46.73526155529544
2016-01-11 20:30:00,190,40,20.963333333333296,47.633333333333304,20.26,45.53,20.2,47.0266666666667,19.26,49.6966666666667,17.6666666666667,79.73,5.5,86.9566666666667,17.533333333333303,42.06666666666669,18.856666666666698,50.29,16.89,45.1266666666667,6.0,735.2999999999998,87.5,6.0,40.0,4.0,10.607126064132899,10.607126064132899
2016-01-11 20:40:00,110,40,21.033333333333296,47.063333333333304,20.29,45.2233333333333,20.26,46.826666666666696,19.323333333333295,49.1666666666667,17.6,79.2566666666667,5.56,86.5633333333333,17.6333333333333,43.633333333333304,18.89,50.1633333333333,16.89,45.06,6.0,735.333333333333,87.3333333333333,6.0,40.0,3.9666666666666694,32.583688304293894,32.583688304293894
2016-01-11 20:50:00,110,40,21.1,46.5966666666667,20.356666666666698,44.9633333333333,20.29,46.633333333333304,19.39,48.4266666666667,17.5666666666667,78.3933333333333,5.6233333333333295,86.33,17.760000000000005,43.633333333333304,18.963333333333296,50.03,16.89,45.0,6.0,735.366666666667,87.1666666666667,6.0,40.0,3.9333333333333296,6.277754798065871,6.277754798065871
2016-01-11 21:00:00,110,30,21.1333333333333,46.06,20.426666666666698,44.76,20.29,46.4333333333333,19.39,48.1933333333333,17.760000000000005,82.45999999999998,5.763333333333329,86.0633333333333,17.856666666666698,43.46,19.0,49.76,16.89,44.9666666666667,6.0,735.4,87.0,6.0,40.0,3.9,13.361033436376598,13.361033436376598
2016-01-11 21:10:00,110,20,21.2,45.8,20.5,44.76,20.39,46.2233333333333,19.39,47.8,18.356666666666698,82.59,5.656666666666669,85.59,17.79,43.4,19.066666666666695,49.7,16.89,44.9,5.93333333333333,735.466666666667,87.1666666666667,6.0,40.0,3.86666666666667,19.305704627186053,19.305704627186053
2016-01-11 21:20:00,100,30,21.29,45.9,20.533333333333296,45.09,20.39,46.09,19.39,47.56,18.356666666666698,70.99,5.53,85.73,17.89,43.79,19.1333333333333,49.633333333333304,16.89,44.79,5.86666666666667,735.533333333333,87.3333333333333,6.0,40.0,3.8333333333333295,0.6695166579447688,0.6695166579447688
2016-01-11 21:30:00,100,20,21.356666666666698,45.826666666666696,20.6666666666667,45.1633333333333,20.39,46.09,19.39,47.5,18.6,62.43,5.43333333333333,86.32666666666668,17.89,43.79,19.2,49.4333333333333,16.89,44.79,5.8,735.6,87.5,6.0,40.0,3.8,19.119397853501138,19.119397853501138
2016-01-11 21:40:00,100,20,21.39,45.69,20.7,45.06,20.39,46.09,19.426666666666698,47.993333333333304,18.6666666666667,59.03,5.5,86.59999999999998,17.89,43.7,19.23,49.4,16.89,44.7,5.73333333333333,735.6666666666669,87.6666666666667,6.0,40.0,3.7666666666666706,43.4845422860235,43.4845422860235
2016-01-11 21:50:00,100,20,21.5,45.3333333333333,20.7,44.9333333333333,20.39,46.06,19.566666666666695,48.4666666666667,18.823333333333295,56.726666666666695,5.59,86.46666666666668,17.864999999999995,43.57,19.29,49.326666666666696,16.89,44.7,5.66666666666667,735.733333333333,87.8333333333333,6.0,40.0,3.7333333333333294,17.017449834384024,17.017449834384024
2016-01-11 22:00:00,110,20,21.5,45.1266666666667,20.79,44.633333333333304,20.39,46.0,19.6666666666667,48.0933333333333,18.963333333333296,55.3333333333333,5.59,86.325,17.79,43.4,19.29,49.1633333333333,16.823333333333302,44.59,5.6,735.7999999999998,88.0,6.0,40.0,3.7,24.10400577355176,24.10400577355176
2016-01-11 22:10:00,400,20,21.533333333333296,44.9666666666667,20.79,44.36,20.426666666666698,45.9333333333333,19.6,47.5,19.033333333333296,54.0933333333333,5.656666666666669,86.2266666666667,17.79,43.2233333333333,19.356666666666698,49.03,16.823333333333302,44.53,5.65,735.8833333333331,87.8333333333333,6.1666666666666705,40.0,3.7166666666666694,29.97829127125442,29.97829127125442
